,effort,latitude,longitude
0,0.0,9365000.0,514000.0
1,0.0,9365000.0,514500.0
2,0.0,9365000.0,515000.0
3,0.0,9365000.0,515500.0
4,0.0,9365000.0,516000.0
5,0.0,9365000.0,516500.0
6,0.0,9365000.0,517000.0
7,0.0,9365000.0,517500.0
8,0.0,9365000.0,518000.0
9,0.0,9365000.0,518500.0
10,0.0,9365000.0,519000.0
11,0.0,9365000.0,519500.0
12,0.0,9365000.0,520000.0
13,0.0,9365000.0,520500.0
14,0.0,9365000.0,521000.0
15,0.0,9365000.0,521500.0
16,0.0,9365000.0,522000.0
17,0.0,9365000.0,522500.0
18,0.0,9365000.0,523000.0
19,0.0,9365000.0,523500.0
20,0.0,9365000.0,524000.0
21,0.0,9365000.0,524500.0
22,0.0,9365000.0,525000.0
23,0.0,9365000.0,525500.0
24,0.0,9365000.0,526000.0
25,0.0,9365000.0,526500.0
26,0.0,9365000.0,527000.0
27,0.0,9365000.0,527500.0
28,0.0,9365000.0,528000.0
29,0.0,9365000.0,528500.0
30,0.0,9365000.0,529000.0
31,0.0,9365000.0,529500.0
32,0.0,9365000.0,530000.0
33,6.172087803126542e-07,9365000.0,530500.0
34,1.5430219507816356e-07,9365000.0,531000.0
35,0.0,9365000.0,531500.0
36,0.0,9364500.0,514000.0
37,0.0,9364500.0,514500.0
38,0.0,9364500.0,515000.0
39,0.0,9364500.0,515500.0
40,0.0,9364500.0,516000.0
41,0.0,9364500.0,516500.0
42,0.0,9364500.0,517000.0
43,0.0,9364500.0,517500.0
44,0.0,9364500.0,518000.0
45,0.0,9364500.0,518500.0
46,0.0,9364500.0,519000.0
47,0.0,9364500.0,519500.0
48,0.0,9364500.0,520000.0
49,0.0,9364500.0,520500.0
50,0.0,9364500.0,521000.0
51,0.0,9364500.0,521500.0
52,0.0,9364500.0,522000.0
53,0.0,9364500.0,522500.0
54,0.0,9364500.0,523000.0
55,0.0,9364500.0,523500.0
56,0.0,9364500.0,524000.0
57,0.0,9364500.0,524500.0
58,0.0,9364500.0,525000.0
59,0.0,9364500.0,525500.0
60,0.0,9364500.0,526000.0
61,0.0,9364500.0,526500.0
62,0.0,9364500.0,527000.0
63,0.0,9364500.0,527500.0
64,0.0,9364500.0,528000.0
65,0.0,9364500.0,528500.0
66,0.0,9364500.0,529000.0
67,0.0,9364500.0,529500.0
68,0.0,9364500.0,530000.0
69,6.172087803126542e-07,9364500.0,530500.0
70,6.172087803126542e-07,9364500.0,531000.0
71,0.0,9364500.0,531500.0
72,0.0,9364000.0,514000.0
73,0.0,9364000.0,514500.0
74,0.0,9364000.0,515000.0
75,0.0,9364000.0,515500.0
76,0.0,9364000.0,516000.0
77,0.0,9364000.0,516500.0
78,0.0,9364000.0,517000.0
79,0.0,9364000.0,517500.0
80,0.0,9364000.0,518000.0
81,0.0,9364000.0,518500.0
